Graphene sheet in zig-zag direction

8948 atoms 

1 atom types 

#simulation box 
-1.302486 149.278486 xlo xhi
-0.698000 151.819000 ylo yhi
-100.000000 100.000000 zlo zhi

Masses

1 12.000000 

Atoms

1376 1 81.669941 22.974093 0.000889 
1377 1 83.763417 21.766987 0.004605 
1378 1 83.068455 22.975635 0.008144 
1379 1 85.156972 21.766137 0.005898 
1380 1 85.855872 22.976613 0.000519 
1381 1 87.953757 21.769923 0.004997 
1382 1 87.254390 22.971991 0.000283 
1383 1 89.351567 21.769461 0.002936 
1384 1 90.043152 22.974251 0.008289 
1385 1 92.144418 21.768152 0.009601 
1386 1 91.447431 22.971627 0.006483 
1387 1 93.536808 21.762165 0.008978 
1388 1 94.234972 22.978213 0.000604 
1389 1 96.326625 21.768011 0.001336 
1390 1 95.632385 22.974349 0.007657 
1391 1 97.726529 21.765315 0.003000 
1392 1 98.421401 22.979689 0.004563 
1393 1 100.516425 21.766042 0.009453 
1394 1 99.816191 22.979324 0.000199 
1395 1 101.911418 21.769160 0.003428 
1396 1 102.612188 22.975030 0.000102 
1397 1 104.705991 21.767516 0.006494 
1398 1 104.005427 22.975433 0.007018 
1399 1 106.104878 21.762051 0.000984 
1400 1 106.800498 22.978141 0.009880 
1401 1 108.889253 21.765145 0.006762 
1402 1 108.193758 22.979135 0.002920 
1403 1 110.285335 21.768227 0.002026 
1404 1 110.990685 22.978012 0.004194 
1405 1 113.076002 21.762995 0.002738 
1406 1 112.386724 22.976513 0.003212 
1407 1 114.474843 21.765853 0.009038 
1408 1 115.179251 22.975553 0.006276 
1409 1 117.271193 21.761739 0.005749 
1410 1 116.566465 22.974725 0.004677 
1411 1 118.660226 21.762151 0.009240 
1412 1 119.363341 22.974168 0.003639 
1413 1 121.453514 21.762996 0.003508 
1414 1 120.757360 22.978340 0.004867 
1415 1 122.852648 21.762813 0.008864 
1416 1 123.552746 22.978852 0.006565 
1417 1 125.649839 21.771298 0.002502 
1418 1 124.948246 22.977782 0.004982 
1419 1 127.044498 21.763409 0.001241 
1420 1 127.734028 22.972030 0.005342 
1421 1 129.833106 21.765352 0.003106 
1422 1 129.130036 22.978652 0.006384 
1423 1 131.228483 21.763941 0.008034 
1424 1 131.930240 22.979022 0.004673 
1425 1 134.025707 21.769912 0.000785 
1426 1 133.320376 22.978676 0.004058 
1427 1 135.416663 21.771015 0.009650 
1428 1 136.117653 22.976245 0.009159 
1429 1 138.208954 21.763160 0.003260 
1430 1 137.508964 22.976083 0.000675 
1431 1 139.600690 21.763168 0.009474 
1432 1 140.306111 22.977605 0.009702 
1433 1 142.401984 21.771375 0.001501 
1434 1 141.703585 22.975805 0.000741 
1435 1 143.791118 21.770452 0.008348 
1436 1 144.486023 22.976902 0.008032 
1437 1 146.582451 21.762141 0.002631 
1438 1 145.883027 22.975337 0.004189 
1439 1 147.979813 21.770368 0.004206 
1440 1 148.676838 22.970982 0.002192 
1441 1 0.002392 24.179693 0.007023 
1442 1 -0.697924 25.394509 0.004081 
1443 1 1.398489 24.185925 0.003203 
1444 1 2.095037 25.393756 0.001649 
1445 1 4.196834 24.186065 0.008477 
1446 1 3.497627 25.396470 0.006330 
1447 1 5.591104 24.186287 0.003209 
1448 1 6.287316 25.397132 0.000545 
1449 1 8.381004 24.183728 0.009043 
1450 1 7.684302 25.398230 0.005852 
1451 1 9.780406 24.184088 0.005452 
1452 1 10.471791 25.394745 0.009630 
1453 1 12.569340 24.184196 0.007937 
1454 1 11.866927 25.397208 0.000039 
1455 1 13.965115 24.186185 0.005657 
1456 1 14.662785 25.391605 0.006016 
1457 1 16.761132 24.186225 0.009467 
1458 1 16.054991 25.393510 0.001101 
1459 1 18.153453 24.186288 0.001474 
1460 1 18.853776 25.392391 0.008983 
1461 1 20.943070 24.180011 0.002195 
1462 1 20.242828 25.397904 0.000164 
1463 1 22.337147 24.179524 0.002162 
1464 1 23.034114 25.394824 0.005170 
1465 1 25.130455 24.181337 0.000909 
1466 1 24.433684 25.388478 0.006027 
1467 1 26.528789 24.182481 0.007444 
1468 1 27.230393 25.391024 0.005142 
1469 1 29.320468 24.182812 0.008391 
1470 1 28.627825 25.394665 0.001813 
1471 1 30.713230 24.185200 0.003285 
1472 1 31.412682 25.393902 0.001805 
1473 1 33.510785 24.179957 0.000341 
1474 1 32.808865 25.389174 0.009006 
1475 1 34.908466 24.183357 0.001692 
1476 1 35.602305 25.392562 0.007288 
1477 1 37.696065 24.188918 0.009120 
1478 1 37.003514 25.391860 0.002902 
1479 1 39.096867 24.181500 0.001309 
1480 1 39.791205 25.397455 0.004025 
1481 1 41.882158 24.180187 0.009331 
1482 1 41.188029 25.392175 0.006649 
1483 1 43.283922 24.182735 0.006927 
1484 1 43.976038 25.397987 0.007118 
1485 1 46.069669 24.183828 0.006330 
1486 1 45.379300 25.393693 0.006265 
1487 1 47.470808 24.188632 0.001528 
1488 1 48.166057 25.391525 0.006939 
1489 1 50.264907 24.184307 0.008058 
1490 1 49.561264 25.393899 0.003888 
1491 1 51.660968 24.186161 0.008284 
1492 1 52.351101 25.391192 0.007676 
1493 1 54.446161 24.179741 0.004366 
1494 1 53.755369 25.391021 0.005697 
1495 1 55.843596 24.179668 0.005004 
1496 1 56.546270 25.390990 0.000459 
1497 1 58.634465 24.186007 0.003294 
1498 1 57.940595 25.388530 0.007181 
1499 1 60.031911 24.179735 0.004060 
1500 1 60.733163 25.397613 0.009840 
1501 1 62.829834 24.188363 0.008657 
1502 1 62.130010 25.393950 0.004189 
1503 1 64.217271 24.185946 0.008640 
1504 1 64.916746 25.396802 0.000708 
1505 1 67.011788 24.182082 0.001529 
1506 1 66.316310 25.391564 0.009591 
1507 1 68.408987 24.186786 0.000128 
1508 1 69.108054 25.394165 0.008074 
1509 1 71.202550 24.188182 0.009024 
1510 1 70.499522 25.390326 0.007910 
1511 1 72.592607 24.183298 0.003000 
1512 1 73.297342 25.389442 0.007926 
1513 1 75.391827 24.184724 0.002534 
1514 1 74.686710 25.394658 0.000247 
1515 1 76.780620 24.180696 0.004506 
1516 1 77.484723 25.396961 0.004984 
1517 1 79.572488 24.182538 0.006416 
1518 1 78.881864 25.391292 0.004979 
1519 1 80.976184 24.185351 0.005364 
1520 1 81.669309 25.392517 0.007940 
1521 1 83.763432 24.184026 0.003678 
1522 1 83.068796 25.394078 0.006518 
1523 1 85.160911 24.183385 0.004775 
1524 1 85.854666 25.392510 0.009691 
1525 1 87.955807 24.186690 0.007657 
1526 1 87.257566 25.396833 0.007702 
1527 1 89.353787 24.180514 0.003961 
1528 1 90.046921 25.390981 0.000370 
1529 1 92.145744 24.186664 0.001480 
1530 1 91.439479 25.395448 0.003810 
1531 1 93.532764 24.183508 0.001430 
1532 1 94.237989 25.397702 0.000047 
1533 1 96.330500 24.186185 0.002536 
1534 1 95.634432 25.391340 0.000269 
1535 1 97.720933 24.187379 0.007114 
1536 1 98.425834 25.394639 0.008254 
1537 1 100.512350 24.183455 0.002497 
1538 1 99.818809 25.397208 0.002807 
1539 1 101.913991 24.179662 0.001552 
1540 1 102.614339 25.390349 0.008298 
1541 1 104.703381 24.186111 0.000524 
1542 1 104.009343 25.393395 0.009433 
1543 1 106.098898 24.183166 0.001138 
1544 1 106.803649 25.392725 0.000846 
1545 1 108.895167 24.184468 0.003281 
1546 1 108.197535 25.396760 0.002537 
1547 1 110.289344 24.183752 0.001577 
1548 1 110.988005 25.397775 0.001078 
1549 1 113.085000 24.184905 0.004274 
1550 1 112.379524 25.390875 0.004474 
1551 1 114.477328 24.182947 0.007731 
1552 1 115.178817 25.395741 0.004064 
1553 1 117.270042 24.185811 0.001275 
1554 1 116.570962 25.391505 0.005786 
1555 1 118.669436 24.183669 0.000331 
1556 1 119.367294 25.397650 0.003583 
1557 1 121.454600 24.187269 0.005116 
1558 1 120.759625 25.395248 0.000924 
1559 1 122.856726 24.188829 0.000966 
1560 1 123.554459 25.397494 0.000113 
1561 1 125.645237 24.185903 0.003851 
1562 1 124.948493 25.396029 0.005757 
1563 1 127.042319 24.182182 0.008398 
1564 1 127.738268 25.394716 0.008335 
1565 1 129.830702 24.183408 0.005543 
1566 1 129.134439 25.389304 0.007444 
1567 1 131.224326 24.183697 0.000373 
1568 1 131.931758 25.393623 0.009096 
1569 1 134.019832 24.188245 0.002550 
1570 1 133.327090 25.397346 0.003985 
1571 1 135.418250 24.185076 0.008945 
1572 1 136.112142 25.388439 0.008806 
1573 1 138.206351 24.181849 0.006409 
1574 1 137.509045 25.396656 0.008837 
1575 1 139.609454 24.183308 0.008013 
1576 1 140.299571 25.394652 0.006990 
1577 1 142.392859 24.184712 0.008886 
1578 1 141.696637 25.390748 0.008397 
1579 1 143.792955 24.180924 0.002308 
1580 1 144.492580 25.394029 0.002918 
1581 1 146.586223 24.186559 0.002807 
1582 1 145.886123 25.392022 0.007814 
1583 1 147.977355 24.188421 0.002896 
1584 1 148.678996 25.396236 0.006771 
1585 1 0.001498 26.604366 0.001290 
1586 1 -0.688541 27.815164 0.005150 
1587 1 1.402794 26.607168 0.001255 
1588 1 2.101522 27.814571 0.007814 
1589 1 4.189909 26.601686 0.000145 
1590 1 3.493253 27.807647 0.004505 
1591 1 5.589723 26.605320 0.004197 
1592 1 6.287325 27.815557 0.008991 
1593 1 8.381448 26.606411 0.000518 
1594 1 7.686086 27.809649 0.002287 
1595 1 9.780224 26.600882 0.001655 
1596 1 10.470281 27.815854 0.006803 
1597 1 12.572606 26.606791 0.006802 
1598 1 11.875174 27.808867 0.008856 
1599 1 13.969200 26.600401 0.000734 
1600 1 14.665674 27.807150 0.007288 
1601 1 16.756479 26.603912 0.001695 
1602 1 16.059314 27.812638 0.000141 
1603 1 18.152704 26.606263 0.001140 
1604 1 18.850425 27.812895 0.002948 
1605 1 20.949504 26.604343 0.002068 
1606 1 20.247548 27.815093 0.005579 
1607 1 22.343523 26.606349 0.008418 
1608 1 23.035309 27.808192 0.001536 
1609 1 25.128289 26.597491 0.005965 
1610 1 24.436090 27.815489 0.007336 
1611 1 26.527011 26.602356 0.002582 
1612 1 27.229329 27.807468 0.007460 
1613 1 29.324098 26.604852 0.003371 
1614 1 28.623843 27.810990 0.000873 
1615 1 30.720287 26.604259 0.002673 
1616 1 31.419695 27.808138 0.002999 
1617 1 33.508112 26.599765 0.001951 
1618 1 32.813054 27.808105 0.005223 
1619 1 34.902962 26.602028 0.009252 
1620 1 35.600159 27.806310 0.009066 
1621 1 37.698800 26.602550 0.005221 
1622 1 36.995029 27.816269 0.003590 
1623 1 39.094252 26.601334 0.000077 
1624 1 39.791453 27.811391 0.002468 
1625 1 41.880454 26.605817 0.000482 
1626 1 41.185163 27.814134 0.009724 
1627 1 43.281865 26.605180 0.007277 
1628 1 43.980510 27.812946 0.009388 
1629 1 46.073351 26.601384 0.006705 
1630 1 45.374405 27.807629 0.004392 
1631 1 47.469476 26.601351 0.003983 
1632 1 48.169513 27.811524 0.004904 
1633 1 50.256887 26.599909 0.004476 
1634 1 49.564380 27.813394 0.009926 
1635 1 51.661322 26.598322 0.009535 
1636 1 52.351628 27.816005 0.005970 
1637 1 54.446402 26.598103 0.003000 
1638 1 53.754135 27.807067 0.003545 
1639 1 55.841320 26.598982 0.000621 
1640 1 56.545018 27.807165 0.006168 
1641 1 58.633738 26.603914 0.004987 
1642 1 57.936845 27.814606 0.008184 
1643 1 60.037382 26.597403 0.006404 
1644 1 60.726074 27.807364 0.001068 
1645 1 62.823671 26.599796 0.003461 
1646 1 62.124496 27.810171 0.004210 
1647 1 64.222401 26.605276 0.002700 
1648 1 64.922440 27.813705 0.008261 
1649 1 67.009822 26.598054 0.006104 
1650 1 66.317016 27.807416 0.000958 
1651 1 68.409978 26.605522 0.008146 
1652 1 69.102894 27.813613 0.009039 
1653 1 71.200522 26.598107 0.002413 
1654 1 70.505319 27.806705 0.004245 
1655 1 72.597402 26.606938 0.002089 
1656 1 73.291163 27.812762 0.001084 
1657 1 75.393835 26.599883 0.006064 
1658 1 74.694167 27.814601 0.004890 
1659 1 76.787607 26.606551 0.009010 
1660 1 77.480142 27.811771 0.007847 
1661 1 79.573944 26.604869 0.004756 
1662 1 78.879833 27.808905 0.000848 
1663 1 80.970981 26.606571 0.004705 
1664 1 81.668695 27.813930 0.007722 
1665 1 83.760213 26.606200 0.007982 
1666 1 83.065242 27.812990 0.002963 
1667 1 85.165300 26.600220 0.001689 
1668 1 85.861452 27.811071 0.006534 
1669 1 87.957666 26.600530 0.000764 
1670 1 87.257914 27.809954 0.005851 
1671 1 89.345833 26.598169 0.001537 
1672 1 90.050269 27.809310 0.003839 
1673 1 92.142507 26.605574 0.007663 
1674 1 91.441742 27.808199 0.006465 
1675 1 93.532036 26.600229 0.006386 
1676 1 94.235921 27.809553 0.009890 
1677 1 96.325232 26.604759 0.001566 
1678 1 95.630346 27.814622 0.003599 
1679 1 97.720762 26.602969 0.002739 
1680 1 98.419321 27.813297 0.004859 
1681 1 100.513827 26.598412 0.002016 
1682 1 99.815347 27.809538 0.009505 
1683 1 101.913321 26.599877 0.004373 
1684 1 102.612691 27.811777 0.006091 
1685 1 104.708631 26.601207 0.007490 
1686 1 104.003567 27.806881 0.003397 
1687 1 106.104172 26.601175 0.009726 
1688 1 106.800053 27.809682 0.009280 
1689 1 108.896984 26.605907 0.002568 
1690 1 108.192855 27.814099 0.007014 
1691 1 110.288925 26.607077 0.004762 
1692 1 110.991949 27.811206 0.005035 
1693 1 113.083688 26.601281 0.004533 
1694 1 112.379329 27.813885 0.005652 
1695 1 114.478486 26.605381 0.002204 
1696 1 115.178579 27.815347 0.002920 
1697 1 117.271259 26.600794 0.002727 
1698 1 116.567703 27.812940 0.005359 
1699 1 118.668291 26.600074 0.001762 
1700 1 119.362312 27.811057 0.007852 
1701 1 121.453307 26.597914 0.006275 
1702 1 120.754291 27.807662 0.006946 
1703 1 122.853157 26.602826 0.008085 
1704 1 123.553937 27.811319 0.002766 
1705 1 125.641197 26.606266 0.009703 
1706 1 124.951425 27.812681 0.000906 
1707 1 127.036747 26.599225 0.000317 
1708 1 127.741249 27.807742 0.006359 
1709 1 129.835898 26.603063 0.003774 
1710 1 129.138216 27.809349 0.003194 
1711 1 131.231850 26.602437 0.002610 
1712 1 131.929325 27.807929 0.009211 
1713 1 134.018222 26.598236 0.000737 
1714 1 133.325696 27.814477 0.007404 
1715 1 135.419582 26.607012 0.004664 
1716 1 136.117870 27.810526 0.009437 
1717 1 138.204013 26.607213 0.005702 
1718 1 137.509465 27.811875 0.002998 
1719 1 139.601591 26.604053 0.006842 
1720 1 140.305924 27.809786 0.002501 
1721 1 142.395450 26.600686 0.009275 
1722 1 141.701561 27.809182 0.006062 
1723 1 143.795660 26.605862 0.009020 
1724 1 144.491957 27.806985 0.002180 
1725 1 146.588694 26.601542 0.006612 
1726 1 145.889835 27.808779 0.005544 
1727 1 147.978296 26.597469 0.007666 
1728 1 148.674218 27.810231 0.002525 
1729 1 0.002042 29.021923 0.009147 
1730 1 -0.697931 30.231764 0.007997 
1731 1 1.405078 29.025046 0.001199 
1732 1 2.099190 30.232520 0.006370 
1733 1 4.197539 29.024769 0.009666 
1734 1 3.490673 30.228675 0.003208 
1735 1 5.585341 29.016646 0.008059 
1736 1 6.287248 30.233743 0.009883 
1737 1 8.380099 29.019012 0.002269 
1738 1 7.682460 30.226962 0.004591 
1739 1 9.776329 29.017896 0.001337 
1740 1 10.474192 30.229369 0.003243 
1741 1 12.570847 29.019731 0.004357 
1742 1 11.873930 30.232456 0.007521 
1743 1 13.967893 29.020313 0.005552 
1744 1 14.664307 30.225280 0.002457 
1745 1 16.758157 29.018350 0.007670 
1746 1 16.056672 30.224695 0.002966 
1747 1 18.153564 29.024991 0.006891 
1748 1 18.853179 30.229890 0.005334 
1749 1 20.948757 29.019231 0.004581 
1750 1 20.244082 30.231873 0.005467 
1751 1 22.339574 29.022310 0.001092 
1752 1 23.034066 30.230273 0.006592 
1753 1 25.133800 29.024400 0.006360 
1754 1 24.435256 30.226896 0.000512 
1755 1 26.531320 29.016943 0.002804 
1756 1 27.224594 30.229771 0.005413 
1757 1 29.323881 29.023996 0.007875 
1758 1 28.627694 30.226105 0.009306 
1759 1 30.712452 29.017706 0.000089 
1760 1 31.416716 30.233348 0.005724 
1761 1 33.505555 29.020324 0.005677 
1762 1 32.807883 30.227542 0.007160 
1763 1 34.905529 29.016723 0.003804 
1764 1 35.601966 30.230067 0.000194 
1765 1 37.697776 29.024622 0.001069 
1766 1 37.001321 30.234005 0.006089 
1767 1 39.095197 29.018328 0.004590 
1768 1 39.786480 30.228154 0.003617 
1769 1 41.882876 29.023467 0.004505 
1770 1 41.190066 30.232202 0.002830 
1771 1 43.276683 29.015849 0.006375 
1772 1 43.978243 30.233355 0.004173 
1773 1 46.069541 29.020700 0.009371 
1774 1 45.376610 30.228247 0.002590 
1775 1 47.472479 29.024751 0.003770 
1776 1 48.162673 30.226116 0.005757 
1777 1 50.257859 29.018214 0.004617 
1778 1 49.561470 30.227482 0.004599 
1779 1 51.654359 29.015578 0.006585 
1780 1 52.351588 30.232327 0.004086 
1781 1 54.447274 29.022760 0.007464 
1782 1 53.747740 30.225475 0.001740 
1783 1 55.846274 29.023719 0.005101 
1784 1 56.539658 30.231443 0.009070 
1785 1 58.634185 29.024010 0.002118 
1786 1 57.942367 30.232893 0.005234 
1787 1 60.032774 29.024199 0.000651 
1788 1 60.731095 30.230508 0.007336 
1789 1 62.822300 29.015519 0.001390 
1790 1 62.129695 30.233998 0.003868 
1791 1 64.225934 29.018564 0.001372 
1792 1 64.917848 30.229926 0.006338 
1793 1 67.013416 29.018450 0.001593 
1794 1 66.311526 30.225670 0.007098 
1795 1 68.408649 29.016433 0.007009 
1796 1 69.103800 30.232337 0.005140 
1797 1 71.201484 29.017378 0.007846 
1798 1 70.503265 30.230010 0.004220 
1799 1 72.599212 29.016031 0.005949 
1800 1 73.298620 30.228788 0.006526 
1801 1 75.387035 29.021374 0.002789 
1802 1 74.693996 30.232262 0.009541 
1803 1 76.784443 29.019869 0.005998 
1804 1 77.486426 30.224612 0.001873 
1805 1 79.581436 29.024779 0.004530 
1806 1 78.882108 30.233589 0.006727 
1807 1 80.971723 29.019357 0.004388 
1808 1 81.672786 30.228951 0.009533 
1809 1 83.763547 29.018690 0.008959 
1810 1 83.067454 30.231793 0.001249 
1811 1 85.160532 29.016047 0.006633 
1812 1 85.861037 30.233490 0.006601 
1813 1 87.954901 29.023837 0.004679 
1814 1 87.254585 30.232361 0.008248 
1815 1 89.345904 29.015557 0.000568 
1816 1 90.043429 30.226014 0.006258 
1817 1 92.136295 29.020023 0.006784 
1818 1 91.439148 30.226661 0.002891 
1819 1 93.533728 29.018537 0.008011 
1820 1 94.232996 30.232056 0.005528 
1821 1 96.329547 29.022606 0.007736 
1822 1 95.635008 30.225682 0.007941 
1823 1 97.721894 29.015590 0.001274 
1824 1 98.419337 30.225583 0.009353 
1825 1 100.514732 29.024727 0.006382 
1826 1 99.822725 30.227971 0.002362 
1827 1 101.909873 29.020756 0.002551 
1828 1 102.609058 30.224455 0.005875 
1829 1 104.709626 29.023798 0.000079 
1830 1 104.008340 30.227893 0.001141 
1831 1 106.101408 29.019464 0.005171 
1832 1 106.802861 30.225794 0.004347 
1833 1 108.888590 29.019110 0.007224 
1834 1 108.190951 30.230972 0.002964 
1835 1 110.289986 29.016819 0.004364 
1836 1 110.982127 30.226590 0.002637 
1837 1 113.081114 29.017451 0.003461 
1838 1 112.385478 30.228436 0.000558 
1839 1 114.475900 29.020045 0.008253 
1840 1 115.173036 30.232518 0.005657 
1841 1 117.264544 29.017900 0.005891 
1842 1 116.570797 30.226287 0.002390 
1843 1 118.667802 29.021473 0.001441 
1844 1 119.365161 30.228315 0.004624 
1845 1 121.459073 29.019312 0.000144 
1846 1 120.754746 30.230211 0.004460 
1847 1 122.857266 29.016249 0.003754 
1848 1 123.551460 30.225417 0.009045 
1849 1 125.646333 29.024354 0.006306 
1850 1 124.942142 30.227465 0.001119 
1851 1 127.042295 29.015907 0.006740 
1852 1 127.738774 30.227355 0.005163 
1853 1 129.835070 29.023436 0.003158 
1854 1 129.133113 30.227750 0.006663 
1855 1 131.232611 29.022918 0.008758 
1856 1 131.930712 30.226028 0.008502 
1857 1 134.025596 29.023002 0.008750 
1858 1 133.318674 30.230768 0.003241 
1859 1 135.418403 29.024098 0.003736 
1860 1 136.117667 30.225981 0.005197 
1861 1 138.210275 29.022439 0.003064 
1862 1 137.508637 30.233460 0.006150 
1863 1 139.600932 29.021577 0.001920 
1864 1 140.305770 30.232945 0.003336 
1865 1 142.393354 29.022955 0.003186 
1866 1 141.696524 30.226301 0.000690 
1867 1 143.793519 29.019338 0.007501 
1868 1 144.490872 30.228148 0.000614 
1869 1 146.582137 29.020739 0.004106 
1870 1 145.891010 30.224863 0.004435 
1871 1 147.981378 29.016641 0.005409 
1872 1 148.682574 30.226280 0.001556 
1873 1 0.000614 31.439911 0.000186 
1874 1 -0.695089 32.651938 0.007646 
1875 1 1.398437 31.440121 0.001379 
1876 1 2.100298 32.650770 0.008998 
1877 1 4.191484 31.438163 0.006795 
1878 1 3.497041 32.646809 0.003643 
1879 1 5.586803 31.434062 0.004446 
1880 1 6.283657 32.646187 0.009206 
1881 1 8.381113 31.442441 0.000919 
1882 1 7.687930 32.643164 0.003131 
1883 1 9.779854 31.439324 0.004659 
1884 1 10.472981 32.643532 0.002950 
1885 1 12.565666 31.436471 0.001098 
1886 1 11.874321 32.651916 0.002183 
1887 1 13.967061 31.433690 0.006163 
1888 1 14.664694 32.642572 0.000033 
1889 1 16.753425 31.441924 0.002760 
1890 1 16.059317 32.647422 0.005676 
1891 1 18.151330 31.437434 0.004143 
1892 1 18.855839 32.642777 0.003965 
1893 1 20.947913 31.439242 0.003096 
1894 1 20.251018 32.643131 0.003190 
1895 1 22.344870 31.439874 0.006845 
1896 1 23.038739 32.643612 0.009509 
1897 1 25.136826 31.437674 0.008350 
1898 1 24.433251 32.645876 0.007948 
1899 1 26.524993 31.442818 0.000015 
1900 1 27.224954 32.642685 0.004427 
1901 1 29.323898 31.442435 0.005333 
1902 1 28.626041 32.647827 0.007509 
1903 1 30.712092 31.438068 0.002503 
1904 1 31.413079 32.651869 0.002088 
1905 1 33.509205 31.435555 0.005672 
1906 1 32.815982 32.643519 0.009547 
1907 1 34.901239 31.435162 0.006465 
1908 1 35.599282 32.643013 0.006592 
1909 1 37.692274 31.443152 0.005393 
1910 1 36.997738 32.649267 0.009474 
1911 1 39.091823 31.440229 0.006021 
1912 1 39.793753 32.648118 0.003762 
1913 1 41.888506 31.435557 0.007970 
1914 1 41.191969 32.645013 0.007104 
1915 1 43.282646 31.437448 0.004983 
1916 1 43.983491 32.651732 0.007329 
1917 1 46.071847 31.433701 0.005829 
1918 1 45.375647 32.645752 0.008802 
1919 1 47.470245 31.439540 0.002957 
1920 1 48.162747 32.645137 0.002347 
1921 1 50.259459 31.441785 0.001604 
1922 1 49.559579 32.647287 0.006033 
1923 1 51.653614 31.439655 0.008439 
1924 1 52.357823 32.644846 0.003147 
1925 1 54.445832 31.437775 0.003267 
1926 1 53.748798 32.651518 0.003997 
1927 1 55.843794 31.439228 0.000685 
1928 1 56.540052 32.649436 0.005751 
1929 1 58.634002 31.441735 0.004237 
1930 1 57.939448 32.647480 0.001851 
1931 1 60.028817 31.437941 0.000306 
1932 1 60.730350 32.647779 0.006388 
1933 1 62.820342 31.440399 0.001693 
1934 1 62.127934 32.648281 0.007724 
1935 1 64.216563 31.441847 0.003843 
1936 1 64.917996 32.645454 0.005554 
1937 1 67.010954 31.436961 0.003490 
1938 1 66.316302 32.648844 0.009921 
1939 1 68.413444 31.436803 0.001930 
1940 1 69.111196 32.645087 0.005509 
1941 1 71.205193 31.434200 0.002577 
1942 1 70.502270 32.647977 0.008995 
1943 1 72.594182 31.442970 0.004340 
1944 1 73.297848 32.647452 0.003313 
1945 1 75.388316 31.440479 0.009162 
1946 1 74.694900 32.643547 0.001199 
1947 1 76.788935 31.439831 0.000403 
1948 1 77.483047 32.651145 0.003857 
1949 1 79.574921 31.435640 0.002009 
1950 1 78.877803 32.648148 0.002684 
1951 1 80.974224 31.441346 0.001040 
1952 1 81.673292 32.648686 0.004747 
1953 1 83.769329 31.434264 0.005991 
1954 1 83.064336 32.642523 0.005799 
1955 1 85.164422 31.438869 0.008399 
1956 1 85.856050 32.648413 0.001740 
1957 1 87.950895 31.433485 0.007015 
1958 1 87.259521 32.649690 0.007567 
1959 1 89.349421 31.436121 0.002449 
1960 1 90.044863 32.651831 0.002307 
1961 1 92.141373 31.435350 0.004340 
1962 1 91.439422 32.645956 0.007936 
1963 1 93.540128 31.442338 0.005404 
1964 1 94.238179 32.649284 0.000432 
1965 1 96.325459 31.435633 0.002467 
1966 1 95.627703 32.644551 0.002755 
1967 1 97.729516 31.436767 0.002973 
1968 1 98.422044 32.645222 0.007573 
1969 1 100.515597 31.434549 0.006172 
1970 1 99.817555 32.645829 0.000685 
1971 1 101.916672 31.437879 0.000776 
1972 1 102.615049 32.645017 0.006139 
1973 1 104.706619 31.435300 0.009600 
1974 1 104.008651 32.647613 0.008690 
1975 1 106.101570 31.433514 0.004827 
1976 1 106.802080 32.649560 0.005723 
1977 1 108.888090 31.440483 0.004494 
1978 1 108.196596 32.649732 0.008047 
1979 1 110.284292 31.441098 0.005674 
1980 1 110.982761 32.644716 0.001335 
1981 1 113.081645 31.438710 0.000689 
1982 1 112.387884 32.644711 0.003155 
1983 1 114.475007 31.433720 0.005279 
1984 1 115.172560 32.646287 0.009475 
1985 1 117.273193 31.434512 0.005919 
1986 1 116.569597 32.649393 0.005236 
1987 1 118.662608 31.438231 0.008558 
1988 1 119.365244 32.644191 0.001573 
1989 1 121.455705 31.441923 0.006848 
1990 1 120.760342 32.643613 0.000793 
1991 1 122.856761 31.437504 0.004877 
1992 1 123.550603 32.647357 0.002720 
1993 1 125.642316 31.442295 0.009087 
1994 1 124.948036 32.645852 0.005986 
1995 1 127.042685 31.442246 0.000873 
1996 1 127.739390 32.646484 0.006172 
1997 1 129.833589 31.435559 0.001045 
1998 1 129.130100 32.642792 0.003227 
1999 1 131.231795 31.436655 0.006196 
2000 1 131.931929 32.648680 0.005398 
2001 1 134.018323 31.440698 0.008890 
2002 1 133.326598 32.648171 0.006548 
2003 1 135.421150 31.437632 0.002898 
2004 1 136.116319 32.645154 0.006220 
2005 1 138.204475 31.443246 0.002068 
2006 1 137.512074 32.645676 0.007177 
2007 1 139.600280 31.433968 0.009271 
2008 1 140.298878 32.645524 0.005262 
2009 1 142.394466 31.438729 0.007809 
2010 1 141.699219 32.651519 0.001471 
2011 1 143.792168 31.436103 0.005981 
2012 1 144.486365 32.642837 0.003229 
2013 1 146.580984 31.435000 0.003712 
2014 1 145.882398 32.649292 0.006413 
2015 1 147.977741 31.433922 0.004067 
2016 1 148.678631 32.644227 0.008695 
2017 1 0.005979 33.851430 0.008994 
2018 1 -0.693471 35.060780 0.001063 
2019 1 1.405984 33.859863 0.006152 
2020 1 2.094269 35.063425 0.004638 
2021 1 4.188990 33.856910 0.003259 
2022 1 3.494505 35.065978 0.000748 
2023 1 5.584573 33.854210 0.005217 
2024 1 6.287619 35.062616 0.009127 
2025 1 8.384257 33.855645 0.009821 
2026 1 7.683783 35.062544 0.008106 
2027 1 9.776513 33.853700 0.009554 
2028 1 10.471427 35.065326 0.009719 
2029 1 12.570483 33.857347 0.004697 
2030 1 11.871778 35.069313 0.003762 
2031 1 13.962288 33.855435 0.002736 
2032 1 14.662446 35.066475 0.005346 
2033 1 16.755854 33.859935 0.003003 
2034 1 16.058000 35.065377 0.000618 
2035 1 18.150314 33.852385 0.000988 
2036 1 18.854903 35.060534 0.008390 
