Graphene sheet in zig-zag direction

8948 atoms 

1 atom types 

#simulation box 
-1.302486 149.278486 xlo xhi
-0.698000 151.819000 ylo yhi
-100.000000 100.000000 zlo zhi

Masses

1 12.000000 

Atoms

4758 1 81.673237 81.003767 0.001220 
4759 1 83.761509 79.798779 0.003366 
4760 1 83.068177 81.008853 0.007329 
4761 1 85.163363 79.792699 0.002271 
4762 1 85.858663 81.010090 0.005442 
4763 1 87.948571 79.800045 0.007748 
4764 1 87.255090 81.001358 0.009755 
4765 1 89.346424 79.801110 0.004484 
4766 1 90.042628 81.002093 0.003685 
4767 1 92.141135 79.795901 0.000017 
4768 1 91.445176 81.004551 0.006564 
4769 1 93.533693 79.798312 0.004246 
4770 1 94.236771 81.002888 0.008875 
4771 1 96.325599 79.793078 0.007614 
4772 1 95.634941 81.003577 0.005972 
4773 1 97.720766 79.794765 0.008463 
4774 1 98.424841 81.005974 0.003568 
4775 1 100.514133 79.794388 0.007648 
4776 1 99.817961 81.009327 0.005250 
4777 1 101.909027 79.792584 0.009389 
4778 1 102.612147 81.011019 0.004768 
4779 1 104.709827 79.797821 0.002325 
4780 1 104.003170 81.002404 0.007418 
4781 1 106.097383 79.793972 0.003965 
4782 1 106.797360 81.005687 0.001029 
4783 1 108.889705 79.798514 0.007877 
4784 1 108.193724 81.004166 0.008976 
4785 1 110.291244 79.796167 0.001864 
4786 1 110.982516 81.010540 0.004206 
4787 1 113.081961 79.797235 0.008958 
4788 1 112.379858 81.002035 0.000566 
4789 1 114.472476 79.798927 0.004755 
4790 1 115.179270 81.005214 0.008700 
4791 1 117.271100 79.801524 0.004802 
4792 1 116.570346 81.006221 0.005245 
4793 1 118.664691 79.801685 0.008561 
4794 1 119.361055 81.008303 0.008546 
4795 1 121.455077 79.793668 0.000771 
4796 1 120.761481 81.006442 0.004539 
4797 1 122.855924 79.794288 0.003065 
4798 1 123.553315 81.005699 0.004050 
4799 1 125.642517 79.797911 0.008083 
4800 1 124.942504 81.002587 0.004914 
4801 1 127.044917 79.795230 0.002828 
4802 1 127.734647 81.001705 0.005791 
4803 1 129.836370 79.795574 0.003484 
4804 1 129.130415 81.005013 0.008663 
4805 1 131.224253 79.793814 0.008309 
4806 1 131.922128 81.005767 0.008316 
4807 1 134.025003 79.797171 0.008387 
4808 1 133.323677 81.008840 0.003127 
4809 1 135.413076 79.799046 0.007418 
4810 1 136.113969 81.004566 0.000544 
4811 1 138.207749 79.795769 0.002842 
4812 1 137.515144 81.007701 0.004255 
4813 1 139.606251 79.798101 0.009805 
4814 1 140.305643 81.008289 0.008807 
4815 1 142.392107 79.797815 0.009716 
4816 1 141.699336 81.001727 0.005647 
4817 1 143.790281 79.796506 0.000989 
4818 1 144.487271 81.009116 0.002549 
4819 1 146.584999 79.797330 0.000196 
4820 1 145.890770 81.005701 0.009799 
4821 1 147.981695 79.800843 0.002415 
4822 1 148.675176 81.002614 0.000595 
4823 1 0.002002 82.218782 0.007709 
4824 1 -0.688681 83.419808 0.000699 
4825 1 1.405773 82.215317 0.007877 
4826 1 2.097098 83.420185 0.004854 
4827 1 4.192153 82.219258 0.001595 
4828 1 3.492036 83.420501 0.009577 
4829 1 5.591487 82.212165 0.006657 
4830 1 6.284196 83.423493 0.009404 
4831 1 8.381819 82.211577 0.006295 
4832 1 7.679843 83.419829 0.002139 
4833 1 9.777264 82.216767 0.004590 
4834 1 10.472155 83.421203 0.008901 
4835 1 12.567016 82.212601 0.008966 
4836 1 11.867197 83.425652 0.003275 
4837 1 13.963261 82.218355 0.005502 
4838 1 14.664448 83.427451 0.005950 
4839 1 16.755310 82.212214 0.006257 
4840 1 16.056631 83.428756 0.001614 
4841 1 18.155945 82.219344 0.004663 
4842 1 18.852136 83.423105 0.009692 
4843 1 20.946532 82.217814 0.004152 
4844 1 20.243491 83.423943 0.008487 
4845 1 22.342778 82.214559 0.004971 
4846 1 23.035561 83.425979 0.002047 
4847 1 25.134774 82.211345 0.005955 
4848 1 24.437729 83.424796 0.006839 
4849 1 26.528273 82.212868 0.009780 
4850 1 27.231649 83.426281 0.007248 
4851 1 29.322450 82.210958 0.005279 
4852 1 28.626515 83.421100 0.008267 
4853 1 30.714064 82.214855 0.002999 
4854 1 31.413450 83.428279 0.000301 
4855 1 33.511200 82.213862 0.005880 
4856 1 32.809299 83.427649 0.008550 
4857 1 34.905481 82.210534 0.005336 
4858 1 35.606253 83.424663 0.002192 
4859 1 37.695233 82.210750 0.003738 
4860 1 36.996585 83.421606 0.004725 
4861 1 39.088948 82.210731 0.008165 
4862 1 39.786684 83.421976 0.007876 
4863 1 41.884564 82.219202 0.005507 
4864 1 41.186292 83.422991 0.000633 
4865 1 43.283162 82.217299 0.007412 
4866 1 43.980894 83.421604 0.000099 
4867 1 46.071501 82.219062 0.007432 
4868 1 45.372940 83.420843 0.001630 
4869 1 47.464758 82.214470 0.002716 
4870 1 48.164371 83.420465 0.004708 
4871 1 50.263286 82.214014 0.001560 
4872 1 49.559416 83.428045 0.003524 
4873 1 51.653595 82.218819 0.008037 
4874 1 52.357342 83.423922 0.004018 
4875 1 54.452626 82.211908 0.009256 
4876 1 53.754220 83.425866 0.004692 
4877 1 55.848879 82.219924 0.000323 
4878 1 56.546248 83.425593 0.004483 
4879 1 58.637737 82.218079 0.006328 
4880 1 57.941897 83.419596 0.003894 
4881 1 60.032202 82.216741 0.006345 
4882 1 60.734853 83.425115 0.006153 
4883 1 62.828772 82.217769 0.007501 
4884 1 62.123156 83.421041 0.001163 
4885 1 64.224415 82.213916 0.004540 
4886 1 64.914739 83.419252 0.009611 
4887 1 67.009584 82.219436 0.002368 
4888 1 66.310756 83.425726 0.000843 
4889 1 68.404622 82.217052 0.000021 
4890 1 69.103569 83.421746 0.003152 
4891 1 71.203140 82.215818 0.005152 
4892 1 70.503773 83.419049 0.003522 
4893 1 72.597447 82.211021 0.002723 
4894 1 73.295907 83.419046 0.000308 
4895 1 75.387767 82.211755 0.003062 
4896 1 74.688700 83.422072 0.005840 
4897 1 76.785385 82.218007 0.003727 
4898 1 77.485520 83.425526 0.005519 
4899 1 79.580509 82.214352 0.005744 
4900 1 78.881683 83.424395 0.009843 
4901 1 80.969056 82.213110 0.003799 
4902 1 81.670727 83.421226 0.003207 
4903 1 83.762269 82.210318 0.000155 
4904 1 83.069838 83.419186 0.009027 
4905 1 85.157966 82.216190 0.005229 
4906 1 85.861067 83.422532 0.007589 
4907 1 87.953056 82.217758 0.003625 
4908 1 87.259250 83.428011 0.005517 
4909 1 89.349210 82.211890 0.006089 
4910 1 90.049280 83.427759 0.004733 
4911 1 92.143522 82.211910 0.000213 
4912 1 91.439293 83.427601 0.007967 
4913 1 93.533876 82.211812 0.006756 
4914 1 94.233999 83.428355 0.004762 
4915 1 96.328022 82.212000 0.003371 
4916 1 95.630410 83.420380 0.009803 
4917 1 97.724397 82.218138 0.008177 
4918 1 98.420315 83.425413 0.002578 
4919 1 100.513241 82.214171 0.000677 
4920 1 99.815098 83.424296 0.002115 
4921 1 101.908260 82.220041 0.007446 
4922 1 102.615822 83.428514 0.004716 
4923 1 104.709875 82.218629 0.003091 
4924 1 104.011517 83.420136 0.001173 
4925 1 106.096007 82.213132 0.003692 
4926 1 106.795203 83.426119 0.009575 
4927 1 108.891223 82.217990 0.006715 
4928 1 108.191096 83.426240 0.008826 
4929 1 110.284005 82.211119 0.003704 
4930 1 110.991147 83.428990 0.001705 
4931 1 113.077726 82.211131 0.006061 
4932 1 112.382119 83.421558 0.002017 
4933 1 114.473877 82.218938 0.006314 
4934 1 115.176224 83.425583 0.001771 
4935 1 117.270258 82.218865 0.001782 
4936 1 116.572456 83.427841 0.002505 
4937 1 118.665862 82.214969 0.008391 
4938 1 119.358517 83.426395 0.005545 
4939 1 121.456295 82.217897 0.003967 
4940 1 120.757572 83.425595 0.003942 
4941 1 122.849785 82.210643 0.002471 
4942 1 123.555018 83.428824 0.004841 
4943 1 125.641447 82.215217 0.009935 
4944 1 124.949626 83.428660 0.009299 
4945 1 127.038365 82.211075 0.004098 
4946 1 127.735312 83.426546 0.003481 
4947 1 129.832498 82.212093 0.007365 
4948 1 129.132034 83.426682 0.002413 
4949 1 131.230137 82.213558 0.007226 
4950 1 131.923172 83.420808 0.001939 
4951 1 134.019605 82.214144 0.002258 
4952 1 133.324691 83.428572 0.004317 
4953 1 135.420038 82.218082 0.009952 
4954 1 136.112118 83.422290 0.007623 
4955 1 138.211568 82.219713 0.005699 
4956 1 137.512085 83.422651 0.003435 
4957 1 139.606000 82.215356 0.004850 
4958 1 140.304557 83.419383 0.001899 
4959 1 142.401287 82.215930 0.000154 
4960 1 141.696937 83.419453 0.007947 
4961 1 143.795114 82.215464 0.005868 
4962 1 144.488109 83.423139 0.005158 
4963 1 146.588383 82.216699 0.004812 
4964 1 145.890528 83.423815 0.002723 
4965 1 147.983312 82.219795 0.003756 
4966 1 148.676386 83.421427 0.000189 
4967 1 0.009827 84.636026 0.005635 
4968 1 -0.694112 85.843525 0.009937 
4969 1 1.403138 84.629024 0.004473 
4970 1 2.100928 85.840330 0.009217 
4971 1 4.194325 84.637322 0.004259 
4972 1 3.493005 85.845890 0.000174 
4973 1 5.585481 84.637592 0.007145 
4974 1 6.285065 85.845281 0.008079 
4975 1 8.385093 84.634428 0.006287 
4976 1 7.679185 85.846190 0.006240 
4977 1 9.774576 84.637513 0.000462 
4978 1 10.470209 85.837881 0.005178 
4979 1 12.572787 84.632022 0.005613 
4980 1 11.871982 85.837751 0.003915 
4981 1 13.963550 84.630448 0.001080 
4982 1 14.659123 85.839672 0.002664 
4983 1 16.761361 84.629862 0.005074 
4984 1 16.055476 85.846207 0.009295 
4985 1 18.149368 84.636716 0.000124 
4986 1 18.853220 85.845786 0.003874 
4987 1 20.942464 84.629117 0.008468 
4988 1 20.248597 85.844797 0.003586 
4989 1 22.337841 84.628102 0.000859 
4990 1 23.037295 85.840008 0.005066 
4991 1 25.131866 84.637373 0.001595 
4992 1 24.437797 85.838775 0.008053 
4993 1 26.529624 84.632701 0.003596 
4994 1 27.225718 85.840829 0.002563 
4995 1 29.325720 84.634606 0.005053 
4996 1 28.619980 85.838044 0.008884 
4997 1 30.715630 84.632537 0.000648 
4998 1 31.418508 85.839794 0.009119 
4999 1 33.504598 84.634160 0.005639 
5000 1 32.812683 85.840354 0.000378 
5001 1 34.902858 84.637312 0.007999 
5002 1 35.601311 85.844374 0.005674 
5003 1 37.692161 84.632255 0.000294 
5004 1 37.001842 85.846808 0.006899 
5005 1 39.095797 84.633980 0.002846 
5006 1 39.793463 85.843939 0.004425 
5007 1 41.884191 84.629508 0.005403 
5008 1 41.183964 85.844492 0.007157 
5009 1 43.283045 84.635363 0.006567 
5010 1 43.982911 85.841911 0.003418 
5011 1 46.077627 84.629249 0.002086 
5012 1 45.371550 85.845076 0.000674 
5013 1 47.468906 84.633984 0.003650 
5014 1 48.168886 85.845569 0.009006 
5015 1 50.265515 84.637000 0.000065 
5016 1 49.558419 85.845709 0.004444 
5017 1 51.656425 84.631306 0.009397 
5018 1 52.357128 85.846389 0.005310 
5019 1 54.444218 84.636204 0.002875 
5020 1 53.754674 85.845602 0.005506 
5021 1 62.824572 84.636500 0.003478 
5022 1 62.124385 85.837509 0.001350 
5023 1 64.221781 84.637044 0.007712 
5024 1 64.921041 85.841224 0.009579 
5025 1 67.015556 84.631660 0.005506 
5026 1 66.312214 85.839559 0.007353 
5027 1 68.407155 84.632224 0.007484 
5028 1 69.105531 85.841465 0.000339 
5029 1 71.203280 84.634214 0.001258 
5030 1 70.500155 85.840084 0.000310 
5031 1 72.594015 84.628674 0.000002 
5032 1 73.296364 85.845028 0.003943 
5033 1 75.386627 84.630838 0.007136 
5034 1 74.687941 85.842801 0.002475 
5035 1 76.789359 84.633646 0.008796 
5036 1 77.487927 85.846463 0.004784 
5037 1 79.573250 84.628642 0.003867 
5038 1 78.879582 85.846224 0.009343 
5039 1 80.976248 84.629836 0.003931 
5040 1 81.675128 85.842342 0.004515 
5041 1 83.762856 84.634228 0.001818 
5042 1 83.071271 85.844140 0.008324 
5043 1 85.160965 84.637632 0.008433 
5044 1 85.855139 85.846362 0.006884 
5045 1 93.535071 84.636607 0.009485 
5046 1 94.236818 85.842632 0.001500 
5047 1 96.333862 84.636150 0.009122 
5048 1 95.632840 85.840030 0.007318 
5049 1 97.722762 84.634152 0.002949 
5050 1 98.423183 85.844389 0.007440 
5051 1 100.516035 84.629609 0.000224 
5052 1 99.815059 85.846320 0.006155 
5053 1 101.914333 84.628067 0.002149 
5054 1 102.606810 85.838615 0.000918 
5055 1 104.701341 84.628718 0.002688 
5056 1 104.002401 85.844441 0.009448 
5057 1 106.098214 84.634006 0.004361 
5058 1 106.795736 85.838949 0.001891 
5059 1 108.897299 84.632905 0.007963 
5060 1 108.191848 85.839278 0.008498 
5061 1 110.288943 84.637857 0.001722 
5062 1 110.991501 85.840823 0.004476 
5063 1 113.079599 84.629445 0.008166 
5064 1 112.379817 85.845330 0.004063 
5065 1 114.476215 84.633333 0.004303 
5066 1 115.170024 85.843647 0.002568 
5067 1 117.269919 84.631578 0.005481 
5068 1 116.573807 85.842589 0.003017 
5069 1 118.664606 84.637209 0.008862 
5070 1 119.366795 85.846703 0.007523 
5071 1 121.452155 84.637923 0.004558 
5072 1 120.759205 85.837889 0.007851 
5073 1 122.855177 84.633454 0.007441 
5074 1 123.552873 85.843113 0.000823 
5075 1 125.643770 84.632050 0.006874 
5076 1 124.946050 85.842545 0.006183 
5077 1 127.040175 84.636449 0.005515 
5078 1 127.742131 85.840154 0.008594 
5079 1 129.830174 84.629154 0.000859 
5080 1 129.131546 85.845022 0.009645 
5081 1 131.225968 84.635780 0.000265 
5082 1 131.923139 85.838866 0.009254 
5083 1 134.021497 84.628312 0.008766 
5084 1 133.327502 85.841828 0.004329 
5085 1 135.418198 84.630303 0.007005 
5086 1 136.119810 85.838635 0.006308 
5087 1 138.210418 84.634365 0.009872 
5088 1 137.509869 85.839617 0.004578 
5089 1 139.601144 84.631581 0.007853 
5090 1 140.301051 85.844307 0.006451 
5091 1 142.400394 84.633206 0.003814 
5092 1 141.700192 85.843048 0.005356 
5093 1 143.795301 84.631763 0.001217 
5094 1 144.489669 85.845108 0.008977 
5095 1 146.583467 84.628159 0.000288 
5096 1 145.890496 85.846396 0.007627 
5097 1 147.985658 84.632927 0.005549 
5098 1 148.680522 85.846731 0.009037 
5099 1 0.000250 87.051643 0.007294 
5100 1 -0.696483 88.255395 0.005349 
5101 1 1.396399 87.050900 0.002103 
5102 1 2.098760 88.261440 0.000490 
5103 1 4.196583 87.046295 0.006406 
5104 1 3.495064 88.260671 0.008791 
5105 1 5.585844 87.047915 0.001320 
5106 1 6.290222 88.262253 0.008935 
5107 1 8.377597 87.050123 0.006289 
5108 1 7.683968 88.257857 0.007820 
5109 1 9.775818 87.055748 0.002051 
5110 1 10.477798 88.263350 0.004613 
5111 1 12.570791 87.053872 0.002356 
5112 1 11.873522 88.264101 0.009946 
5113 1 13.968830 87.050934 0.000059 
5114 1 14.658151 88.255859 0.007870 
5115 1 16.757536 87.053095 0.002285 
5116 1 16.054127 88.256102 0.006330 
5117 1 18.148152 87.055303 0.009996 
5118 1 18.849782 88.263852 0.005901 
5119 1 20.948351 87.050723 0.000594 
5120 1 20.246603 88.258087 0.009102 
5121 1 22.344979 87.052412 0.002461 
5122 1 23.036340 88.260384 0.003928 
5123 1 25.135548 87.049826 0.002654 
5124 1 24.433469 88.264243 0.003739 
5125 1 26.528825 87.048282 0.005312 
5126 1 27.224101 88.257852 0.005320 
5127 1 29.321076 87.050891 0.009115 
5128 1 28.625303 88.263897 0.008049 
5129 1 30.716479 87.048250 0.000671 
5130 1 31.412842 88.259217 0.004551 
5131 1 33.513794 87.055169 0.005976 
5132 1 32.811837 88.256031 0.003992 
5133 1 34.909429 87.048043 0.001705 
5134 1 35.601469 88.261102 0.004357 
5135 1 37.696158 87.048752 0.009051 
5136 1 37.000828 88.255943 0.000835 
5137 1 39.088134 87.055088 0.003676 
5138 1 39.790220 88.260657 0.001860 
5139 1 41.880222 87.052480 0.004586 
5140 1 41.184000 88.256865 0.006936 
5141 1 43.283474 87.051333 0.005259 
5142 1 43.978067 88.260470 0.007306 
5143 1 46.070935 87.053746 0.000758 
5144 1 45.374717 88.258892 0.009111 
5145 1 47.468280 87.055351 0.004045 
5146 1 48.164425 88.263626 0.004940 
5147 1 50.260236 87.051424 0.002486 
5148 1 49.560572 88.256997 0.005806 
5149 1 51.660352 87.054427 0.006439 
5150 1 52.359850 88.264690 0.006826 
5151 1 62.827855 87.049388 0.007805 
5152 1 64.216464 87.049428 0.003570 
5153 1 64.915297 88.264722 0.004158 
5154 1 67.012065 87.053727 0.004332 
5155 1 66.315763 88.261405 0.000330 
5156 1 68.408040 87.055489 0.005955 
5157 1 69.111331 88.264270 0.007557 
5158 1 71.201389 87.054143 0.000107 
5159 1 70.505465 88.255930 0.000484 
5160 1 72.593857 87.050628 0.000096 
5161 1 73.298582 88.259635 0.001499 
5162 1 75.386455 87.046468 0.002052 
5163 1 74.690655 88.259510 0.003511 
5164 1 76.784410 87.049194 0.005721 
5165 1 77.487924 88.262079 0.003610 
5166 1 79.577727 87.049703 0.003721 
5167 1 78.878243 88.262331 0.003601 
5168 1 80.974265 87.054429 0.001200 
5169 1 81.667743 88.264406 0.009775 
5170 1 83.762520 87.048746 0.008383 
5171 1 83.070021 88.258600 0.003628 
5172 1 85.158717 87.048495 0.009944 
5173 1 96.324463 87.052663 0.005017 
5174 1 95.627133 88.259513 0.007186 
5175 1 97.729606 87.051189 0.009354 
5176 1 98.427896 88.259557 0.003638 
5177 1 100.512903 87.054342 0.004137 
5178 1 99.821574 88.260440 0.004762 
5179 1 101.910666 87.047253 0.000777 
5180 1 102.614466 88.258270 0.006740 
5181 1 104.701044 87.051774 0.001148 
5182 1 104.004493 88.259042 0.007155 
5183 1 106.104697 87.054054 0.002324 
5184 1 106.797463 88.264506 0.003013 
5185 1 108.889542 87.053344 0.002829 
5186 1 108.193288 88.254913 0.005639 
5187 1 110.288441 87.047514 0.007035 
5188 1 110.987440 88.257446 0.003931 
5189 1 113.078446 87.051727 0.000527 
5190 1 112.384023 88.255300 0.008624 
5191 1 114.475431 87.047022 0.005934 
5192 1 115.176301 88.262714 0.007365 
5193 1 117.271916 87.052387 0.009119 
5194 1 116.572061 88.262264 0.007133 
5195 1 118.666900 87.055099 0.009695 
5196 1 119.361289 88.255848 0.008065 
5197 1 121.458827 87.047632 0.004810 
5198 1 120.763393 88.256281 0.006597 
5199 1 122.849940 87.052165 0.006207 
5200 1 123.550410 88.261489 0.004472 
5201 1 125.648516 87.052973 0.004285 
5202 1 124.948202 88.261312 0.008878 
5203 1 127.045936 87.053184 0.005058 
5204 1 127.734489 88.255982 0.008583 
5205 1 129.837159 87.052617 0.004623 
5206 1 129.139614 88.255699 0.003859 
5207 1 131.224164 87.051819 0.005682 
5208 1 131.922123 88.260798 0.003602 
5209 1 134.016254 87.055686 0.001322 
5210 1 133.323506 88.263534 0.006825 
5211 1 135.412350 87.050302 0.004398 
5212 1 136.117661 88.264898 0.002575 
5213 1 138.212858 87.046397 0.003317 
5214 1 137.513296 88.259887 0.005467 
5215 1 139.602246 87.047130 0.004852 
5216 1 140.306740 88.261314 0.004482 
5217 1 142.393371 87.047312 0.009826 
5218 1 141.703719 88.259189 0.007560 
5219 1 143.793586 87.053467 0.009759 
5220 1 144.486419 88.258410 0.004766 
5221 1 146.581749 87.049459 0.008885 
5222 1 145.882692 88.255827 0.002058 
5223 1 147.982152 87.048634 0.007478 
5224 1 148.677057 88.262554 0.002529 
5225 1 0.006710 89.465219 0.009424 
5226 1 -0.693554 90.676480 0.001698 
5227 1 1.400991 89.468422 0.000662 
5228 1 2.102879 90.681978 0.007827 
5229 1 4.192719 89.471861 0.008756 
5230 1 3.496723 90.673604 0.001245 
5231 1 5.588254 89.471727 0.005891 
5232 1 6.286721 90.673238 0.001801 
5233 1 8.385318 89.469808 0.005063 
5234 1 7.680184 90.682421 0.003623 
5235 1 9.776585 89.472208 0.007907 
5236 1 10.474410 90.679140 0.009555 
5237 1 12.570635 89.466565 0.007232 
5238 1 11.871611 90.682630 0.003009 
5239 1 13.964970 89.466740 0.000742 
5240 1 14.659114 90.673653 0.009962 
5241 1 16.757996 89.471790 0.008613 
5242 1 16.062271 90.682269 0.000359 
5243 1 18.149397 89.471154 0.008721 
5244 1 18.849741 90.675062 0.005760 
5245 1 20.940256 89.464335 0.009334 
5246 1 20.246017 90.680749 0.002426 
5247 1 22.342085 89.472832 0.006294 
5248 1 23.043241 90.682858 0.001501 
5249 1 25.128248 89.473013 0.001480 
5250 1 24.430899 90.680057 0.001750 
5251 1 26.525597 89.468689 0.009487 
5252 1 27.229411 90.679623 0.000703 
5253 1 29.319061 89.473268 0.008569 
5254 1 28.626908 90.678786 0.001626 
5255 1 30.713760 89.471376 0.009453 
5256 1 31.416580 90.678338 0.005977 
5257 1 33.506346 89.472098 0.007885 
5258 1 32.811891 90.677263 0.005497 
5259 1 34.903530 89.473858 0.003650 
5260 1 35.607662 90.673147 0.007778 
5261 1 37.696402 89.470205 0.003140 
5262 1 37.003218 90.675133 0.003745 
5263 1 39.091081 89.464278 0.006052 
5264 1 39.794359 90.678783 0.003635 
5265 1 41.881399 89.465065 0.009812 
5266 1 41.187417 90.673765 0.002561 
5267 1 43.278098 89.467046 0.009038 
5268 1 43.979207 90.674522 0.001436 
5269 1 46.068641 89.472446 0.009745 
5270 1 45.379290 90.676995 0.009016 
5271 1 47.468845 89.468597 0.001678 
5272 1 48.162829 90.679232 0.003110 
5273 1 50.260664 89.466011 0.000014 
5274 1 49.565976 90.676580 0.000151 
5275 1 51.659150 89.466086 0.006887 
5276 1 52.352460 90.675561 0.001321 
5277 1 53.749442 90.680444 0.008892 
5278 1 62.827104 89.466365 0.004514 
5279 1 62.131312 90.679057 0.002583 
5280 1 64.222311 89.470855 0.004037 
5281 1 64.915935 90.675971 0.006930 
5282 1 67.014304 89.466398 0.000434 
5283 1 66.315315 90.674662 0.005219 
5284 1 68.412713 89.470036 0.002714 
5285 1 69.110545 90.674475 0.002594 
5286 1 71.202706 89.466160 0.008260 
5287 1 70.501241 90.677784 0.007637 
5288 1 72.599377 89.470260 0.002491 
5289 1 73.297343 90.676295 0.003028 
5290 1 75.385271 89.464001 0.009249 
5291 1 74.695100 90.676721 0.007014 
5292 1 76.786723 89.465177 0.002010 
5293 1 77.487028 90.681818 0.003777 
5294 1 79.574502 89.469927 0.006255 
5295 1 78.874197 90.681097 0.005179 
5296 1 80.977094 89.465086 0.009461 
5297 1 81.675270 90.673848 0.004153 
5298 1 83.763229 89.472363 0.009480 
5299 1 83.069292 90.679738 0.006414 
5300 1 85.159159 89.471221 0.001576 
5301 1 85.861601 90.673819 0.009677 
5302 1 94.236090 90.681850 0.001941 
5303 1 96.333881 89.466313 0.002234 
5304 1 95.630020 90.680709 0.008392 
5305 1 97.724095 89.467924 0.007718 
5306 1 98.420491 90.681557 0.006822 
5307 1 100.521774 89.465755 0.002162 
5308 1 99.817129 90.680420 0.003677 
5309 1 101.914045 89.467734 0.005505 
5310 1 102.609854 90.679554 0.000147 
5311 1 104.708131 89.467399 0.007155 
5312 1 104.011589 90.677974 0.006662 
5313 1 106.100295 89.472395 0.006542 
5314 1 106.799043 90.676585 0.006852 
5315 1 108.888992 89.464376 0.008693 
5316 1 108.196519 90.679005 0.004219 
5317 1 110.289037 89.465541 0.000932 
5318 1 110.988853 90.674327 0.005287 
5319 1 113.076036 89.468151 0.002243 
5320 1 112.384599 90.677931 0.006001 
5321 1 114.474002 89.465274 0.000238 
5322 1 115.179395 90.679855 0.005542 
5323 1 117.266954 89.464326 0.008538 
5324 1 116.571967 90.673085 0.009332 
5325 1 118.660098 89.470310 0.007887 
5326 1 119.363265 90.675812 0.006283 
5327 1 121.456255 89.469364 0.001908 
5328 1 120.761445 90.675029 0.001001 
5329 1 122.856964 89.472123 0.008828 
5330 1 123.546881 90.679902 0.001702 
5331 1 125.648330 89.471181 0.007759 
5332 1 124.949635 90.673471 0.006098 
5333 1 127.044985 89.469061 0.005062 
5334 1 127.736556 90.682616 0.005811 
5335 1 129.837684 89.464314 0.001886 
5336 1 129.135198 90.679309 0.003407 
5337 1 131.230483 89.467454 0.008504 
5338 1 131.927428 90.679631 0.002566 
5339 1 134.017213 89.464306 0.008879 
5340 1 133.325532 90.680921 0.004414 
5341 1 135.412752 89.465442 0.002472 
5342 1 136.110792 90.681432 0.001572 
5343 1 138.210167 89.469184 0.001912 
5344 1 137.513598 90.679050 0.001521 
5345 1 139.604546 89.470721 0.002813 
5346 1 140.304249 90.682317 0.005668 
5347 1 142.398931 89.473686 0.008991 
5348 1 141.700485 90.682729 0.001638 
5349 1 143.793098 89.470173 0.008000 
5350 1 144.490178 90.673448 0.005191 
5351 1 146.581345 89.467570 0.006966 
5352 1 145.883296 90.680758 0.000503 
5353 1 147.984156 89.472569 0.001969 
5354 1 148.680074 90.682867 0.000424 
5355 1 0.001388 91.884030 0.005830 
5356 1 -0.691289 93.098032 0.005044 
5357 1 1.402446 91.882164 0.001939 
5358 1 2.101495 93.093882 0.007491 
5359 1 4.196520 91.882794 0.005978 
5360 1 3.497206 93.096487 0.002351 
5361 1 5.593106 91.891306 0.005163 
5362 1 6.289071 93.098788 0.001997 
5363 1 8.377068 91.887986 0.000222 
5364 1 7.678376 93.091954 0.008187 
5365 1 9.775769 91.884092 0.003681 
5366 1 10.471745 93.098548 0.003300 
5367 1 12.567158 91.889046 0.005850 
5368 1 11.873778 93.094396 0.001847 
5369 1 13.965737 91.886631 0.004216 
5370 1 14.661173 93.100526 0.002582 
5371 1 16.757671 91.885321 0.003120 
5372 1 16.054094 93.097481 0.008857 
5373 1 18.152213 91.890386 0.009480 
5374 1 18.849761 93.092833 0.001792 
5375 1 20.943063 91.890303 0.005256 
5376 1 20.250284 93.091869 0.006171 
5377 1 22.341668 91.884409 0.000023 
5378 1 23.036873 93.099013 0.008951 
5379 1 25.137958 91.881884 0.007328 
5380 1 24.430846 93.097133 0.008051 
5381 1 26.532300 91.887472 0.002600 
5382 1 27.229845 93.092492 0.002743 
5383 1 29.316049 91.885776 0.000266 
5384 1 28.626547 93.092849 0.008604 
5385 1 30.712561 91.884035 0.000453 
5386 1 31.417510 93.097781 0.009188 
5387 1 33.513089 91.889855 0.009997 
5388 1 32.814008 93.094029 0.000251 
5389 1 34.907328 91.886528 0.003926 
5390 1 35.606600 93.091375 0.003845 
5391 1 37.693418 91.882257 0.006980 
5392 1 37.003135 93.094635 0.002431 
5393 1 39.097071 91.888820 0.008956 
5394 1 39.795480 93.100167 0.009968 
5395 1 41.883969 91.888399 0.008230 
5396 1 41.188224 93.097805 0.004895 
5397 1 43.281088 91.889597 0.000405 
5398 1 43.983010 93.098120 0.006158 
5399 1 46.075552 91.884645 0.002062 
5400 1 45.376522 93.100081 0.008046 
5401 1 47.467504 91.884502 0.007446 
5402 1 48.169230 93.099367 0.009188 
5403 1 50.258690 91.888682 0.006180 
5404 1 49.558716 93.092684 0.003356 
5405 1 51.655110 91.886002 0.000877 
5406 1 52.355599 93.097476 0.001153 
5407 1 54.447157 91.891608 0.008859 
5408 1 53.746228 93.099433 0.002450 
5409 1 56.542336 93.092154 0.002156 
5410 1 57.941747 93.091672 0.004004 
5411 1 60.731901 93.092765 0.006968 
5412 1 62.825930 91.886442 0.002412 
5413 1 62.126128 93.098505 0.000353 
5414 1 64.222076 91.882595 0.004154 
5415 1 64.923855 93.099226 0.000524 
5416 1 67.015275 91.882950 0.004854 
5417 1 66.318686 93.090967 0.008189 
5418 1 68.411839 91.883737 0.009128 
